event	TDC0	TDC1
1568	832579	832411
1569	657186	657027
1570	2005153	2004987
1571	1819115	1818969
1572	304079	303982
1573	593513	593703
1574	827899	827749
1575	899917	899791
1576	619183	619366
1577	917077	917251
1578	1006491	1006353
1579	270921	270723
1580	905698	905586
1581	1272991	1272942
1582	1436628	1436472
1583	558177	558049
1584	2059370	2059236
1585	1373800	1373646
1586	23029	22914
1587	22721	22565
1588	1555001	1554862
1589	1549047	1548940
1590	1607066	1606972
1591	729495	729345
1592	152574	152458
1593	1851844	1851787
1594	763180	762992
1595	1078269	1078145
1596	550091	550281
1597	1891047	1890946
1598	790133	789993
1599	533567	533462
1600	1192457	1192663
1601	1589853	1590037
1602	1646905	1646800
1603	1951444	1951298
1604	1873397	1873295
1605	730896	730754
1606	285266	285124
1607	1633771	1633638
1608	541957	541854
1609	623267	623515
1610	572294	572186
1611	20180	20025
1612	642237	642135
1613	961433	961342
1614	1936877	1936774
1615	1784207	1784073
1616	1182479	1182329
1617	1991558	1991409
1618	14011	13899
1619	1914519	1914380
1620	962412	962289
1621	117560	117436
1622	688208	688122
1623	1531974	1531856
1624	1130843	1130753
1625	732075	731940
1626	1359807	1359672
1627	630962	631157
1628	699721	699595
1629	968876	969095
1630	260860	260755
1631	1420493	1420335
1632	1039019	1038895
1633	1105155	1105013
1634	1881305	1881207
1635	903895	903737
1636	67517	67375
1637	190390	190288
1638	426055	425942
1639	2015684	2015594
1640	1689519	1689365
1641	580284	580481
1642	1656396	1656315
1643	1945607	1945463
1644	1771223	1771113
1645	1295921	1295816
1646	752315	752220
1647	1497402	1497631
1648	2016298	2016184
1649	1400600	1400845
1650	1038658	1038501
1651	897092	896955
1652	2068562	2068486
1653	714214	714366
1654	512335	512227
1655	1156828	1156703
1656	1864276	1864170
1657	2047103	2046965
1658	1873050	1872951
1659	2016548	2016392
1660	338978	338840
1661	791925	791799
1662	1202162	1201989
1663	92009	91871
1664	1769270	1769141
1665	1236130	1236294
1666	963034	963239
1667	1745274	1745112
1668	384324	384517
1669	666369	666265
1670	234877	235105
1671	1423531	1423398
1672	1015385	1015549
1677	1873958	1873831
1678	337645	337531
1679	1535074	1534932
1680	912995	912866
1681	2088010	2087871
1682	1058797	1058701
1683	1949355	1949235
1684	717125	717321
1685	227550	227433
1686	140618	140509
1687	1478684	1478502
1688	259348	259196
1689	1221683	1221561
1690	679408	679616
1691	865334	865196
1692	1054983	1055187
1693	359336	359241
1694	1921404	1921242
1695	680707	680588
1696	1471365	1471155
1697	195523	195409
1698	23882	23746
1699	436733	436909
1700	1368912	1368795
1704	328628	328480
1705	1177780	1177634
1710	1512003	1511859
1711	2047399	2047276
1712	1242561	1242439
1713	1152338	1152192
1714	791922	791761
1715	36088	35946
1716	749779	749730
1717	1874046	1873964
1718	1373278	1373159
1719	1267839	1267739
1720	755929	755839
1721	1301443	1301323
1722	458612	458484
1723	969650	969517
1724	1972998	1972854
1725	1411841	1411743
1726	999818	999732
1727	422538	422334
1728	489956	489857
1729	1345286	1345153
1730	709917	709785
1731	207637	207457
1732	10386	10254
1733	2070500	2070326
1734	489229	489122
1735	1269321	1269515
1736	351712	351585
1737	1635642	1635552
1738	95238	95122
1739	1560147	1560055
1740	266568	266441
1741	113491	113364
1742	1546754	1546920
1743	1458635	1458883
1744	1028397	1028210
1745	2032193	2032091
1746	1915910	1915773
1747	1447371	1447232
1748	713367	713255
1749	1406189	1406091
1750	1599116	1599313
1751	228066	227910
1752	716477	716370
1753	2068309	2068205
1754	498950	498828
1755	127483	127345
1756	893099	892941
1757	165034	164938
1758	587814	587696
1759	510872	510731
1760	1617188	1617063
1762	585331	585238
1763	581120	581019
1764	837949	837821
1765	2028897	2028787
1766	1416826	1416729
1767	391671	391498
1768	1713321	1713165
1769	775408	775258
1770	1168289	1168494
1771	2030593	2030518
1772	1267469	1267679
1773	1301889	1301763
1774	291111	291307
1775	179686	179913
1776	449798	449701
1777	1281843	1282042
1778	352293	352175
1779	1585064	1584952
1780	1478793	1478730
1781	865477	865709
1782	2050551	2050441
1783	1823668	1823849
1784	1624226	1624112
1785	666318	666213
1786	1119469	1119333
1787	554642	554535
1792	408157	408406
1793	1295869	1296077
1794	286051	285968
1795	109787	109646
1796	700201	700388
1797	890398	890329
1798	75652	75844
1799	16344	16267
1800	1520280	1520224
1801	983549	983423
1802	1461470	1461358
1803	234365	234553
1804	636113	635994
1805	1562794	1562664
1806	960639	960475
1807	493245	493416
1808	914547	914754
1810	1314853	1314702
1811	68676	68532
1812	1735658	1735505
1813	1559860	1559775
1814	1453799	1453698
1815	1457358	1457199
1816	1538470	1538401
1817	1791362	1791242
1818	673957	673789
1819	858945	859127
1820	1273273	1273121
1821	1459475	1459389
1822	1685212	1685038
1823	725074	724964
1824	819151	819043
1825	225000	225192
1826	253936	253812
1827	300348	300177
1828	734982	734795
1829	777517	777360
1830	653632	653842
1831	2031585	2031443
1832	1380819	1380701
1833	1352049	1351945
1835	819789	819629
1836	1274821	1274728
1837	1642118	1642294
1838	1780350	1780180
1839	263072	263270
1840	47935	47836
1841	1622410	1622285
1842	953305	953560
1843	909781	909939
1844	42850	42737
1845	1099146	1098995
1846	2038506	2038363
1847	778221	778130
1848	1979771	1979634
1849	1828154	1828047
1850	1682880	1682740
1851	913674	913570
1852	1791224	1791048
1853	1405369	1405248
1854	962479	962314
1855	1982221	1982104
1856	171963	171789
1857	1167466	1167346
1858	908386	908277
1859	1115267	1115456
1860	605303	605159
1862	102747	102973
1863	1972945	1972839
1864	2026361	2026229
1865	1415563	1415438
1866	240313	240195
1867	962310	962175
1868	2025060	2024919
1869	1817533	1817416
1870	1727744	1727650
1871	1666736	1666557
1872	1139917	1139771
1873	1722189	1722051
1874	1176485	1176337
1875	563485	563357
1876	1967060	1966958
1877	1232064	1231950
1878	1911666	1911563
1879	1874921	1874798
1880	1453441	1453307
1881	1828757	1828925
1882	1592352	1592212
1883	2020514	2020361
1884	1319001	1318910
1885	1563394	1563262
1886	864952	865147
1887	1490561	1490441
1888	922246	922111
1889	487122	487011
1890	908312	908227
1891	1536497	1536362
1892	1341225	1341088
1893	1802877	1802759
1894	821312	821173
1895	1815860	1815718
1896	1250045	1249903
1898	1691787	1691620
1899	294774	294669
1900	1825795	1825957
1901	1867602	1867464
1902	602386	602256
1903	1938325	1938218
1904	1971101	1971007
1905	1643552	1643786
1906	1429788	1429647
1907	1484554	1484468
1908	848293	848196
1910	1363990	1363863
1911	387204	387076
1912	699923	699822
1913	921260	921122
1914	411559	411474
1915	383693	383563
1916	1722704	1722590
1917	933532	933333
1918	1092863	1092696
1919	107527	107384
1920	284531	284699
1921	255862	255729
1922	1831221	1831442
1923	1312164	1312353
1924	1956111	1955954
1925	713506	713408
1926	958283	958156
1927	1879095	1879010
1928	988348	988173
1929	1625906	1625807
1930	313578	313793
1931	1167991	1167916
1932	737808	737687
1933	543157	543015
1934	1223104	1222998
1935	439641	439823
1936	677436	677357
1937	1664301	1664123
1938	1305378	1305684
1939	1898044	1897947
1940	1492907	1492817
1941	1135167	1135440
1942	1568037	1567924
1943	687107	686969
1944	480168	480010
1946	104096	103991
1947	1529221	1529444
1948	1239271	1239139
1949	240058	239963
1950	643767	643671
1951	725254	725042
1952	598283	598434
1953	1812344	1812235
1954	1523784	1523984
1955	1049732	1049567
1956	536781	536654
1957	1774103	1773946
1959	1258704	1258597
1960	1921760	1921658
1961	1666899	1666780
1962	992104	991971
1963	1475819	1475733
1964	1981093	1981255
1965	735141	735324
1966	1408764	1408613
1967	82035	82213
1968	884244	884054
1969	757984	758202
1970	1160765	1160659
1971	509311	509183
1972	904013	904219
1973	606705	606620
1974	1989619	1989466
1975	1425190	1425100
1976	201057	200958
1977	1040926	1040805
1978	1719634	1719815
1979	1382420	1382329
1980	365541	365403
1981	586574	586409
1983	1712656	1712842
1984	728199	728387
1985	1269664	1269852
1986	274130	274305
1987	1106010	1105901
1988	1132392	1132295
1989	1546179	1546071
1990	1142004	1142186
1991	2086845	2086726
1992	481935	481803
1993	206446	206261
1994	692611	692474
1995	1584225	1584126
1996	641628	641469
1997	1026567	1026395
1998	44555	44772
1999	1195769	1195625
2000	76206	76119
2001	1734099	1734299
2002	1781065	1780968
2003	954525	954681
2004	773418	773312
2005	575355	575298
2006	1617389	1617227
2007	1708852	1708711
2008	1942414	1942250
2009	702960	702820
2010	308308	308219
2011	1980496	1979977
2012	294708	294537
2013	85771	85633
2014	1662563	1662442
2015	1167367	1167561
2016	1467098	1466983
2017	212746	212620
2018	1749477	1749693
2019	1808806	1808673
2020	1348164	1348018
2021	413791	413641
2022	165588	165784
2023	1424167	1424067
2024	1996880	1996725
2025	129294	129161
2026	1017089	1017288
2027	264338	264232
2028	1534611	1534883
2029	1383270	1383165
2030	342696	342560
2031	1060723	1060667
2032	1623796	1623677
2033	981249	981149
2034	967825	967722
2035	1228469	1228309
2036	108538	108445
2037	552271	552463
2038	1665415	1665309
2039	266207	266122
2040	1064671	1064515
2041	2072463	2072353
2042	1837383	1837273
2043	11757	11617
2044	1888828	1888715
2045	1163059	1162986
2046	248134	248023
2047	630235	630130
2048	1328852	1328773
2049	1392096	1391964
2050	802690	802563
2051	1053620	1053535
2052	1977202	1977024
2053	1664718	1664532
2054	841038	840923
2055	1479734	1479646
2056	433545	433411
2057	523230	523086
2058	104734	104609
2060	600028	600225
2061	1220670	1220580
2062	811726	811631
2063	628664	628534
2064	1743007	1743182
2065	1119552	1119424
2066	1425469	1425367
2071	1233752	1233642
2072	924397	924323
2073	458820	458680
2074	958357	958266
2075	1206543	1206754
2076	1290118	1290007
2077	369207	369449
2078	1187727	1187586
2079	437025	436920
2080	61699	61896
2081	1665689	1665567
2082	1973586	1973785
2083	139317	139525
2084	1224558	1224427
2085	2052610	2052479
2086	1162623	1162829
2087	359340	359552
2088	1664334	1664514
2089	1057911	1058058
2090	1085551	1085443
2091	255332	255236
2092	1314169	1314034
2093	1072651	1072555
2094	553138	552998
2095	1447330	1447204
2096	1248088	1247968
2097	1036290	1036159
2098	96087	95956
2099	400456	400306
2100	1260158	1260034
2101	554141	554054
2102	1696245	1696158
2103	1106515	1106434
2104	852867	852764
2105	581494	581338
2106	941130	941315
2107	93642	93516
2108	375415	375303
2109	913176	913006
2110	1723015	1722888
2111	172159	172046
2112	1027970	1028186
2113	1571002	1570913
2114	192398	192282
2115	1065162	1065345
2116	44999	44890
2117	1263617	1263483
2118	818628	818498
2119	63528	63735
2120	566149	566048
2121	819509	819393
2122	341284	341482
2123	1051080	1051266
2124	1744742	1744642
2125	1554441	1554328
2126	115371	115252
2127	1626692	1626893
2128	117423	117612
2129	1651802	1651983
2130	539591	539435
2131	1208746	1208667
2132	1052617	1052525
2133	891134	891037
2134	1215319	1215227
2135	1559947	1560134
2136	83043	82921
2137	2062352	2062513
2138	1635135	1634987
2139	1677307	1677199
2140	1232789	1232723
2141	952761	952650
2142	1745225	1745108
2143	1624041	1624220
2144	1448229	1448208
2145	577576	577468
2146	1347519	1347444
2147	1003085	1002922
2148	1523499	1523364
2149	23093	22980
2150	134639	134508
2151	1491036	1490931
2152	49387	49232
2153	1424997	1424861
2154	187799	187996
2155	845459	845369
2156	857367	857259
2157	1920615	1920507
2158	100723	100899
2159	815632	815512
2160	1690340	1690205
2161	1453342	1453257
2162	167430	167620
2163	206046	205954
2164	1039015	1038890
2165	1093552	1093754
2166	28743	28585
2167	1590391	1590253
2168	1657761	1657656
2169	1840016	1839903
2170	1068245	1068106
2171	838635	838534
2172	209568	209463
2173	1797337	1797188
2174	19917	19799
2175	1069962	1070137
2177	1598120	1597988
2178	1046694	1046534
2179	902573	902482
2180	1361962	1361852
2181	911302	911568
2182	1038268	1038163
2183	757481	757678
2184	1619187	1619044
2185	1798059	1797939
2186	50069	49893
2187	1412852	1412737
2188	1827085	1826991
2189	144338	144211
2190	1037979	1037855
2191	1769629	1769526
2192	1832085	1831943
2193	1467750	1467944
2194	100766	100607
2195	373792	373682
2196	566641	566831
2197	1488848	1488742
2198	1008601	1008492
2199	957774	957647
2200	367667	367549
2201	1432011	1431896
2202	1759261	1759151
2203	1834654	1834838
2204	394864	394699
2205	482731	482528
2206	1721986	1721851
2207	1731542	1731826
2208	255689	255580
2209	219573	219779
2210	1945567	1945439
2211	755035	755220
2212	126616	126482
2213	509179	509081
2214	256108	255948
2215	1684225	1684119
2216	849938	850174
2217	1801989	1802175
2218	1424586	1424784
2219	407023	406848
2220	1550882	1550766
2221	68030	67885
2222	744988	744870
2223	877746	877926
2224	156898	157080
2225	1536290	1536181
2226	677384	677262
2227	543656	543617
2228	1938865	1938781
2229	96997	97176
2231	672952	672844
2232	87462	87348
2233	1759581	1759448
2234	1372747	1372587
2235	1833150	1833335
2236	1128175	1128077
2237	661040	660878
2238	554688	554575
2239	1849979	1849874
2240	430989	431198
2241	2063455	2063372
2242	1882615	1882513
2243	1143974	1143862
2244	1483780	1483650
2245	163654	163829
2246	458427	458320
2247	1227284	1227122
2248	813710	813919
2249	1897379	1897292
2250	2030275	2030155
2251	788484	788358
2252	665811	665717
2253	487424	487315
2254	1185291	1185191
2255	771593	771480
2256	420101	419973
2257	1642037	1641870
2258	467487	467377
2259	327845	327707
2260	112172	112046
2261	1723512	1723690
2262	77153	77344
2263	1447897	1447735
2264	2021442	2021342
2265	1868851	1868733
2266	115558	115703
2267	1803876	1803768
2268	976083	975933
2269	519682	519529
2270	289957	290161
2271	292132	291991
2272	1426356	1426230
2273	1247919	1247788
2274	1329175	1329070
2275	1239559	1239747
2276	1294583	1294499
2277	498732	498575
2278	1630528	1630763
2279	1918231	1918420
2280	1285252	1285124
2281	213531	213434
2282	1561164	1561007
2283	797682	797911
2284	394539	394411
2285	480913	480768
2286	1739112	1739018
2287	1221650	1221513
2288	1524283	1524259
2289	573288	573488
2290	17507	17366
2291	1200302	1200476
2292	1008081	1007987
2293	1609158	1609032
2294	1700600	1700437
2295	1443565	1443419
2296	1855258	1855449
2297	452801	452694
2298	1289999	1289855
2299	899859	900096
2300	1363564	1363739
2301	1353228	1353431
2302	1716606	1716498
2303	765839	765697
2304	1052340	1052211
2305	2027167	2027047
2306	657042	656891
2307	1098822	1098684
2308	1405677	1405952
2309	1275255	1275145
2310	1574442	1574332
2311	1108929	1108808
2312	1674845	1674684
2313	1461305	1461209
2314	1149213	1149056
2315	781185	781049
2317	1714947	1714709
2318	1463981	1463843
2319	1416388	1416263
2320	320596	320522
2321	1282545	1282397
2322	856966	856781
2323	14659	14551
2324	309743	309633
2325	1403476	1403381
2326	283660	283461
2327	1104487	1104357
2328	1820692	1820585
2329	959188	959018
2330	395203	395392
2331	674631	674495
2332	609007	609189
2333	1892844	1892753
2334	777513	777352
2335	840624	840521
2336	1213028	1212925
2337	889031	888918
2338	463566	463409
2339	1046205	1046119
2340	954672	954887
2341	84467	84375
2342	215692	215611
2343	1387481	1387710
2344	459929	459774
2345	341958	341883
2346	1366391	1366278
2347	1855960	1855877
2348	2093374	2093304
2349	972483	972396
2350	2036922	2036771
2351	1241765	1241647
2352	1761200	1761056
2353	841624	841516
2354	63132	63010
2355	1578315	1578578
2356	1994768	1994958
2357	553507	553395
2358	245068	244951
2359	178920	178785
2360	1874475	1874357
2361	757668	757592
2362	1944774	1944965
2363	476805	476667
2364	1255254	1255122
2365	1320110	1319958
2366	1096070	1096267
2367	1145658	1145528
2368	1183876	1183760
2369	364978	364880
2370	1355681	1355546
2371	2042459	2042356
2372	466962	466841
2373	420483	420349
2374	1215015	1215209
2375	982374	982206
2376	1933797	1933639
2377	2078557	2078744
2378	807917	807858
2380	1260538	1260406
2381	2003075	2003254
2382	1468803	1468981
2383	1081325	1081178
2384	1876169	1876063
2385	528213	528101
2386	1739241	1739416
2387	232322	232146
2388	1406087	1405999
2389	1166794	1166691
2390	1681345	1681224
2391	455941	455851
2392	537793	537609
2393	368211	368097
2394	1782515	1782409
2395	1277679	1277555
2396	1617415	1617266
2397	1443973	1443880
2398	1007384	1007250
2399	1854115	1853954
2400	1331255	1331101
2401	831694	831586
2402	2059748	2059923
2403	1083499	1083419
2404	170147	169997
2405	1050188	1050355
2406	1849263	1849116
2407	1960129	1960031
2408	1160189	1160403
2409	770446	770295
2410	13352	13238
2411	1232288	1232133
2412	152966	153159
2413	1891854	1892058
2414	454150	454042
2415	576083	575949
2416	1024844	1024717
2417	1558807	1558746
2418	1135825	1135723
2419	1345230	1345125
2420	1277045	1276919
2422	652751	652657
2423	903430	903329
2424	1867985	1867863
2425	128937	128792
2426	759657	759549
2427	2018108	2018021
2428	362607	362536
2429	1900786	1900743
2430	607475	607363
2431	132018	131889
2432	832898	833076
2433	1777010	1776952
2434	1893631	1893570
2436	1465272	1465445
2437	568731	568600
2438	222631	222521
2439	981199	981050
2440	901554	901413
2441	813221	813449
2442	767554	767458
2443	1271449	1271312
2444	688037	688238
2445	1436393	1436245
2446	2010957	2010876
2447	56914	57120
2448	520708	520565
2449	717531	717383
2450	1650663	1650844
2451	395794	395619
2452	2029447	2029299
2453	1615241	1615147
2454	477196	477074
2455	1120413	1120586
2456	680425	680274
2457	1031319	1031279
2458	1409217	1408920
2459	538576	538461
2460	1734850	1734700
2461	282976	282899
2462	1965571	1965777
2463	1449084	1448903
2464	1864334	1864215
2465	92622	92505
2466	1104188	1104068
2467	1130342	1130518
2468	1946491	1946357
2469	1499522	1499415
2470	944203	944077
2471	71422	71604
2472	664489	664357
2473	1780002	1779857
2474	631637	631491
2475	1356485	1356356
2476	1074453	1074329
2477	772386	772257
2478	1989475	1989367
2479	668333	668206
2480	162335	162536
2481	706007	706208
2482	2057058	2056913
2483	726633	726487
2484	850163	850022
2485	2066280	2066466
2486	1229234	1229136
2487	72419	72297
2488	499329	499199
2489	1657528	1657408
2490	1518218	1518119
2491	430133	430032
2492	501702	501575
2493	140147	140028
2494	1525153	1525018
2495	482158	482018
2496	998112	998011
2497	558337	558217
2498	1839065	1838939
2499	1274871	1274752
2500	89325	89242
2501	778928	778807
2502	50400	50286
2503	961733	961970
2504	183966	183865
2505	1202939	1203115
2506	1504685	1504603
2507	1776773	1776952
2508	15493	15415
2509	1634834	1634719
2510	373091	373010
2511	374761	374649
2513	326158	326045
2514	1755120	1755019
2515	663704	663572
2516	2014317	2014220
2517	587615	587493
2518	1259007	1259197
2519	1336548	1336421
2520	107177	107087
2521	201291	201469
2522	1138004	1137896
2523	402999	403217
2524	16204	16375
2525	1001561	1001487
2526	1961988	1961865
2527	1294330	1294521
2528	1521372	1521542
2529	918978	918842
2530	2074552	2074463
2531	1951718	1951524
2532	588119	588349
2533	235962	235779
2534	1506942	1506839
2535	1972039	1971916
2536	16728	16580
2537	1620405	1620592
2538	481406	481614
2539	728948	728782
2540	1074630	1074539
2541	81370	81227
2542	664528	664386
2543	1438804	1438651
2544	1676269	1676150
2545	212203	212079
2546	2033850	2033740
2547	1140577	1140428
2548	991516	991406
2549	1682746	1682608
2550	1596176	1596017
2551	370995	370880
2552	689068	688906
2553	1668191	1668385
2554	1164148	1163984
2555	1792047	1791895
2556	401185	401060
2557	437994	437872
2558	1240599	1240442
2559	1734974	1735157
2560	415640	415553
2561	1071721	1071589
2562	915946	915798
2563	1897286	1897175
2564	1991744	1991936
2566	735420	735261
2567	1602130	1602033
2568	1176846	1176706
2569	1267310	1267172
2570	1164562	1164437
2571	992392	992268
2572	764274	764135
2573	448706	448864
2574	2058601	2058818
2575	1969130	1969042
2576	1423208	1423093
2577	970587	970479
2578	1939000	1938867
2579	2066396	2066580
2580	179721	179552
2581	404239	404086
2582	1810418	1810282
2583	984950	984871
2584	880606	880834
2585	1918678	1918591
2586	1211502	1211404
2587	217400	217583
2588	383210	383100
2589	516759	516608
2590	910648	910487
2591	305760	305594
2592	1558119	1558004
2593	327219	327420
2594	1792107	1791966
2595	404785	405017
2596	1928741	1928619
2597	671835	671655
2598	159194	159407
2599	996027	995827
2600	699881	699724
2601	427963	427771
2602	1144835	1145038
2603	1354509	1354351
2604	2090765	2090974
2605	656384	656271
2606	1315798	1315689
2607	51701	51556
2608	2050238	2050138
2609	1806297	1806139
2610	226530	226775
2611	1487758	1487959
2612	322861	322683
2613	577956	578141
2614	590371	590293
2615	72912	72776
2616	1626928	1626826
2617	1939621	1939514
2618	2071014	2070909
2619	804701	804904
2620	670167	670010
2621	1477335	1477207
2622	670119	670013
2623	164095	163932
2624	1326349	1326509
2626	1266438	1266627
2627	1403681	1403565
2628	368662	368552
2629	334998	335174
2630	2055981	2055867
2631	319612	319421
2632	657688	657577
2633	1159491	1159387
2634	1666600	1666509
2635	1872000	1871851
2636	1407602	1407798
2638	1430734	1430586
2639	2069224	2069084
2640	607717	607603
2641	1764079	1763941
2642	1961208	1961095
2643	1082604	1082459
2644	245645	245859
2645	278137	278040
2646	612072	612319
2647	943898	944173
2648	90543	90457
2649	1379533	1379419
2650	1567247	1567442
2651	905200	905408
2652	1196076	1195975
2653	94838	94759
2654	1498081	1497961
2655	1662918	1663154
2656	481794	481976
2657	2009255	2009132
2658	595753	595980
2660	1307307	1307138
2661	950379	950213
2662	670384	670278
2663	1027333	1027536
2664	524762	525012
2665	1123473	1123360
2666	1955739	1955634
2667	2085009	2085246
2668	1973637	1973821
2669	51723	51625
2670	757814	757698
2671	200976	200853
2672	82277	82152
2674	843466	843669
2675	698994	698892
2677	1224465	1224360
2678	1122828	1122706
2679	580111	579982
2680	367165	367013
2681	889887	889712
2682	905630	905539
2683	801182	801052
2684	992518	992358
2685	332719	332596
2686	1518620	1518768
2687	1731650	1731515
2688	1789514	1789392
2689	2042852	2042680
2690	689637	689491
2691	290100	289985
2692	1622317	1622535
2693	697840	697739
2694	594964	594845
2695	1336623	1336475
2696	867069	866978
2697	994078	994341
2698	1985308	1985500
2699	1956441	1956639
2700	1636420	1636290
2701	422873	422786
2702	367356	367179
2703	1394213	1394134
2704	1735958	1735780
2705	1960076	1960239
2706	456482	456303
2707	1260685	1260605
2708	292002	291844
2709	790760	790643
2711	43501	43382
2712	1390810	1390744
2713	136176	136038
2714	2030380	2030273
2715	479630	479510
2720	331202	331090
2721	1225735	1225910
2722	946186	946044
2723	2006461	2006363
2724	1734709	1734547
2725	857993	857851
2726	349484	349698
2727	362571	362455
2728	1457152	1457332
2729	61227	61115
2731	18309	18221
2732	714452	714341
2733	1500310	1500169
2734	246794	246999
2735	263947	263855
2736	1528020	1527888
2737	2083348	2083246
2738	420613	420463
2739	1518971	1519160
2740	644050	643882
2741	1719745	1719948
2742	1029175	1029065
2743	1565150	1565375
2744	204450	204391
2745	1696497	1696331
2746	1705805	1705597
2747	1159932	1159817
2748	84981	84865
2749	645827	646055
2750	546071	545982
2751	1853599	1853802
2752	2061361	2061266
2753	839636	839466
2754	465690	465556
2755	1305503	1305372
2756	95401	95575
2757	1347173	1347362
2758	1128957	1128837
2759	1534277	1534141
2760	2065491	2065367
2761	1705177	1705047
2762	1703175	1703009
2763	816912	816787
2764	939795	939657
2765	1428765	1428654
2766	1905289	1905425
2767	1179376	1179262
2768	1208675	1208547
2769	842512	842370
2770	604301	604167
2772	1859034	1858878
2773	1744303	1744188
2774	1512809	1512712
2775	966240	966441
2776	490425	490646
2777	406484	406333
2778	609264	609167
2779	2073567	2073402
2780	1303047	1302879
2781	918153	918031
2782	1220172	1220022
2783	218642	218530
2784	584360	584267
2785	1549227	1549099
2786	1546049	1545957
2787	1091561	1091768
2788	447978	448184
2789	1026578	1026471
2790	1432800	1432706
2791	987253	987111
2792	917799	917742
2793	631323	631493
2794	431237	431122
2795	809028	808888
2796	834162	834045
2797	702822	703050
2798	798307	798159
2799	2016205	2016088
2800	1192137	1192342
2801	1738913	1738822
2802	563792	563684
2803	262884	262724
2804	48002	48244
2805	308823	308719
2806	578940	578812
2807	646009	645876
2808	1165197	1165084
2809	1888757	1888588
2810	236034	235910
2811	2083348	2083186
2812	1633269	1633171
2813	92871	92702
2814	1404621	1404534
2815	1428184	1428061
2816	628115	628309
2817	1405164	1405042
2818	52110	52016
2819	611074	610935
2820	1521074	1520972
2821	374788	374991
2822	57096	57260
2823	442099	442259
2824	465382	465210
2825	382737	382615
2826	952096	952018
2827	588678	588563
2828	1426218	1426108
2829	254253	254085
2830	1422463	1422288
2831	1782778	1782972
2832	1031933	1031809
2833	615489	615337
2835	1540691	1540872
2836	1817108	1816983
2837	380102	379969
2838	984077	983891
2839	934573	934455
2844	387142	386984
2845	580116	580013
2846	255268	255150
2847	1662703	1662501
2848	902419	902294
2849	1034932	1034774
2850	1223664	1223553
2851	1058735	1058609
2852	1635550	1635393
2853	1626712	1626598
2854	721863	721796
2855	106823	106673
2856	692506	692398
2857	1758498	1758705
2858	155276	155120
2859	868939	868817
2860	815004	814829
2861	836339	836213
2862	766076	765946
2863	1233080	1233002
2864	899673	899531
2865	545028	544907
2866	418970	418791
2867	1101883	1101791
2868	1522011	1521882
2873	1817870	1817769
2874	1114641	1114530
2875	1421689	1421883
2876	1986626	1986486
2877	2087577	2087447
2878	123828	123713
2879	1183248	1183458
2880	208621	208505
2881	1439174	1439041
2882	2054164	2054041
2883	648640	648477
2884	1987149	1987035
2885	1193729	1193631
2886	1190882	1191143
2887	509244	509151
2888	1541935	1542157
2889	421345	421233
2890	1711826	1711660
2891	354197	354052
2892	344866	344767
2893	1023602	1023518
2894	2036512	2036740
2895	1918959	1918850
2896	825820	825713
2897	412990	412916
2898	1422227	1422051
2899	1438339	1438247
2900	1928821	1928726
2901	905132	904996
2902	1943379	1943553
2903	243121	243022
2904	579573	579442
2905	1248418	1248327
2906	1298076	1298351
2907	50865	50765
2908	1803671	1803511
2909	1366229	1366439
2910	1493873	1493735
2911	348630	348492
2912	1293194	1293064
2913	90919	91125
2914	745880	746068
2915	539246	539152
2916	1908467	1908350
2917	1686573	1686473
2918	526033	526235
2919	597968	597837
2920	1669002	1669231
2921	1409686	1409564
2922	787313	787218
2923	718542	718331
2924	107063	106933
2925	786730	786593
2926	1858369	1858140
2927	143001	142843
2928	1977184	1977038
2929	634214	634136
2930	1046388	1046230
2931	317897	317785
2932	342788	342665
2933	1966460	1966302
2934	703772	703689
2935	378006	377857
2936	1348796	1348714
2937	649957	649843
2938	526547	526401
2944	204107	204325
2945	364722	364913
2946	1302466	1302704
2947	1580426	1580272
2948	1539497	1539406
2949	602873	602770
2950	727195	727068
2951	81007	81199
2952	1270693	1270591
2953	1813624	1813470
2954	762099	761971
2955	276992	276883
2956	518029	518230
2957	1582775	1582729
2958	1534855	1535031
2959	1345243	1345464
2960	438725	438608
2961	1348489	1348340
2962	1883542	1883443
2963	956055	956230
2964	1859360	1859249
2965	1368319	1368223
2966	2094456	2094293
2967	1295337	1295222
2968	128921	128772
2969	1771586	1771445
2970	2091615	2091505
2971	1136708	1136543
2972	354683	354516
2973	582043	581920
2974	1177386	1177297
2975	1660198	1660101
2976	1364374	1364264
2977	1137767	1137620
2978	1498649	1498543
2979	516223	516091
2980	1922371	1922232
2981	1042169	1042054
2982	1087444	1087608
2983	1543263	1543587
2984	676084	675973
2985	1345379	1345256
2986	841191	841088
2987	1360910	1360792
2988	548963	549163
2989	1886174	1886064
2990	1442926	1442802
2991	1863364	1863264
2992	1179072	1178976
2993	1697238	1697110
2994	476029	475901
2995	1658428	1658282
2996	485655	485478
2997	1579234	1579120
2998	551847	552020
2999	1367067	1366909
3000	610501	610357
3001	685542	685405
3002	630976	631158
3003	1186091	1185984
3004	572023	571903
3005	1940505	1940389
3006	914593	914416
3007	183632	183486
3008	49081	48950
3009	1217246	1217111
3010	978472	978330
3011	742447	742345
3012	1419893	1419790
3013	348861	348704
3014	336624	336845
3015	565156	565028
3016	1340670	1340566
3017	1845410	1845262
3018	1472193	1472066
3019	1751616	1751498
3020	1881710	1881616
3021	78936	78791
3022	1705217	1705406
