event	TDC0	TDC1
116	420082	419949
117	56636	56831
118	985104	984984
119	1971689	1971901
120	1819069	1818917
121	1822220	1822115
122	2072836	2072688
123	313335	313480
124	2019467	2019353
125	1191693	1191579
126	209293	209170
127	1991443	1991591
128	857494	857401
129	581307	581224
130	1434636	1434506
131	312785	312649
132	861081	861256
133	703890	703724
134	1058387	1058575
135	1631233	1631492
136	1879163	1879074
137	845235	845132
138	1946466	1946659
139	445281	445176
140	842134	842033
141	906663	906568
142	250168	250080
143	120424	120363
144	1133888	1133725
145	765440	765319
146	42999	43180
148	1661877	1661729
149	145659	145539
150	422821	422639
151	1641840	1641739
152	941932	942122
153	835746	835624
154	1256231	1256121
155	411609	411819
156	1461339	1461541
157	1271101	1270958
158	1405719	1405579
159	1998483	1998332
160	1657968	1657819
161	1962274	1962177
163	1329983	1329861
164	145168	145003
165	792501	792702
166	1100975	1100849
167	889545	889415
168	818361	818538
169	1389397	1389252
170	1314716	1314602
171	37545	37399
172	357862	357747
173	1857966	1857837
174	862401	862302
176	1907802	1907668
177	1621131	1621296
178	535040	534934
179	1116481	1116420
180	625366	625555
181	1305909	1306103
182	1108450	1108351
183	278881	278729
184	1694130	1694012
185	2091353	2091226
186	1030664	1030561
187	483745	483950
188	1549700	1549548
189	1775952	1775796
190	532412	532300
191	1384600	1384788
196	345020	344891
197	572003	571889
198	553647	553548
199	2015894	2015767
200	1977099	1976966
201	250927	250799
202	1202199	1202067
203	1621011	1620884
204	688662	688837
205	1368579	1368467
206	145319	145159
207	1007448	1007304
208	1504653	1504551
209	1753491	1753400
210	1038295	1038139
211	1177231	1177133
212	536076	535948
213	1296445	1296636
214	791442	791340
215	1404413	1404230
216	1510196	1510055
217	1377496	1377406
218	746836	746730
219	120638	120530
220	505341	505198
221	548026	547880
222	1271850	1271741
223	1825119	1824943
224	822058	821966
225	368337	368210
226	1740650	1740876
227	1079655	1079532
228	469181	469023
229	914303	914510
230	1192695	1192888
231	966010	965883
232	1272031	1272231
233	959188	959087
234	1826541	1826416
235	1296296	1296187
236	1832725	1832924
237	993879	993777
238	666082	665956
239	2044680	2044866
240	386805	386710
241	364969	364819
242	979239	979142
243	992687	992503
244	920010	920195
245	995713	995617
246	1431856	1431779
247	562536	562781
249	184090	183976
250	977497	977338
252	243752	243650
253	35126	35010
254	109216	109113
255	1099527	1099411
256	739073	738988
257	410653	410552
258	350171	350014
259	131895	131705
260	521877	521755
261	1296724	1296653
262	1821932	1821865
263	1200712	1200585
264	1315941	1315785
265	1036768	1036677
267	906781	906604
268	129898	129731
269	24168	24071
270	1099770	1099649
271	723517	723388
272	1440271	1440205
273	397757	397643
274	889114	888998
275	601822	601680
276	2062052	2062260
277	1340970	1340843
278	958595	958468
279	151101	151003
280	551896	551752
281	1998710	1998613
282	190872	190749
283	1858312	1858482
284	612109	611977
285	388912	388788
286	1275772	1275962
287	35768	35960
288	1554875	1554764
289	1042966	1043231
290	1605672	1605556
291	1426247	1426463
292	647165	647020
293	422130	421990
294	895103	895271
295	1003446	1003366
296	690333	690229
297	184801	184663
298	686235	686078
299	320197	320067
300	1029933	1030136
301	1133051	1133239
302	900268	900121
303	2005263	2005485
304	1344049	1343890
305	106381	106580
306	1091084	1090975
307	1812188	1812089
308	908206	908073
309	2009562	2009751
310	572709	572583
311	1563009	1562852
312	134888	134767
314	1397880	1397789
315	381820	381997
316	1089542	1089386
317	715088	715253
318	1148558	1148460
319	743107	742934
320	447517	447413
322	957949	957835
323	1932883	1932744
324	1082726	1082586
325	412051	411949
326	1707918	1707749
327	1648539	1648427
328	2018725	2018625
329	1497727	1497915
330	144506	144397
331	547154	547303
332	563064	563267
333	1272659	1272841
334	1233884	1234104
335	1246310	1246166
336	926383	926297
337	270848	270676
338	1573063	1572951
339	1121877	1121762
340	655606	655490
341	1962208	1962116
342	558370	558221
343	1898863	1898761
344	1131271	1131143
345	1104835	1104619
346	1270665	1270524
347	92843	92706
348	51704	51555
349	1374547	1374400
350	1829752	1829697
351	1065988	1065847
352	1088937	1088843
353	642103	642307
355	190907	190724
356	1270776	1270973
357	20901	20745
358	1377801	1377721
359	1695538	1695413
360	895418	895318
362	778421	778311
363	1822799	1822655
364	378491	378675
365	406784	406697
366	390626	390821
367	986888	986735
368	1801135	1801025
369	1815882	1815767
370	1897304	1897160
371	1760504	1760387
372	1333541	1333436
373	958679	958544
374	1456668	1456539
375	1876400	1876299
376	1296103	1296302
377	661616	661848
378	1262979	1262884
379	910439	910331
380	708142	708362
381	831295	831520
382	1384653	1384526
383	750264	750433
384	1399162	1399348
385	1757679	1757569
386	710341	710262
387	1586108	1586002
388	1755322	1755476
389	2060263	2060128
390	1695187	1695073
391	1044600	1044508
392	1564529	1564756
393	1799895	1799769
398	856644	856472
399	1312258	1312125
400	1154619	1154859
401	293262	293152
402	824841	824741
403	1927927	1928134
404	128558	128453
405	718018	717861
406	2041437	2041379
407	719017	719218
408	565223	565098
409	1315608	1315442
410	390482	390670
411	234063	234257
412	1844382	1844287
413	1126152	1126342
414	248237	248104
415	674467	674336
416	294249	294437
417	1399836	1399721
418	1105600	1105823
419	1254854	1254779
420	1085549	1085725
421	1166207	1166365
422	1379906	1379819
423	559361	559546
424	1147314	1147164
425	117723	117571
426	310646	310615
427	956441	956631
428	1390220	1390098
429	950500	950695
430	529718	529611
435	1377640	1377530
436	109108	108901
437	1504184	1504399
438	483814	483617
439	1539845	1540080
440	1322206	1322094
441	429171	429104
442	505112	505341
443	1504573	1504438
444	345364	345205
445	1660533	1660411
446	1853575	1853482
447	1323169	1323394
448	1403785	1403629
449	1218841	1218746
450	1191561	1191461
451	236457	236304
452	95743	95617
453	61925	61820
454	2059534	2059391
455	1124759	1124964
456	719045	718939
461	769027	768919
462	1896637	1896534
463	2070694	2070532
464	1104371	1104221
465	1438035	1438215
466	1496191	1496076
467	513372	513563
468	385288	385147
469	1422696	1422588
470	176602	176800
471	2057595	2057404
474	970163	970048
475	1973046	1972942
476	272968	272827
477	1447671	1447868
478	428514	428420
479	1250010	1249897
480	28228	28113
481	56271	56169
482	1915873	1915741
483	2049027	2049200
484	1095133	1095027
485	1471416	1471352
486	1658141	1657999
487	361472	361341
488	28910	28811
489	201376	201606
490	983831	983731
491	1386897	1386791
492	1635767	1635679
493	415651	415510
494	633769	633628
495	1252744	1252619
496	1741084	1740961
497	700188	700081
499	92353	92243
500	1450056	1449932
501	699389	699529
502	992320	992205
503	526451	526354
504	223828	224000
505	1627557	1627736
506	270061	270264
507	221985	221865
508	495211	495436
509	990087	990000
510	413264	413450
511	622896	622786
512	811536	811401
513	1864931	1865138
514	622702	622615
515	430684	430893
516	387004	386866
517	781714	781577
518	131362	131533
519	468284	468189
520	325308	325195
521	654055	653949
522	1017384	1017299
523	312550	312394
524	685906	686081
525	1420938	1420836
526	1043831	1043712
527	1990869	1991044
528	22330	22231
529	1447633	1447525
530	1911928	1911857
531	1901658	1901562
532	374784	374966
533	1725828	1725716
534	1878939	1878834
535	261013	260898
537	1825949	1825857
538	844665	844552
539	1340480	1340710
540	2077861	2077779
541	172253	172107
546	1981372	1981246
547	890312	890255
548	1041200	1041101
549	79222	79109
550	182812	182682
551	1356847	1356770
552	592039	591933
553	809910	810117
554	235679	235562
555	1568806	1569005
556	860950	860799
557	1429574	1429779
558	1778546	1778737
559	1947136	1947022
560	1827075	1826964
561	270930	270771
562	875840	875737
563	977383	977274
564	103905	103803
565	586251	586143
566	811592	811451
567	349448	349680
568	1921809	1922021
569	27178	27394
570	1824344	1824571
571	1314018	1313922
572	1320853	1320719
573	1565835	1565688
574	720783	720674
575	1197936	1197832
576	1239003	1238877
577	1609592	1609473
578	384681	384559
579	1871006	1870877
580	631280	631458
581	1965556	1965435
582	852503	852394
587	732308	732191
588	1675213	1675099
589	212918	213131
590	1398517	1398402
592	946803	946699
593	473082	473285
594	211917	211827
595	351625	351512
596	877318	877211
597	1436993	1436907
598	1443972	1443852
599	1831814	1832001
600	791910	791769
601	1634378	1634285
602	1048586	1048484
603	1670922	1670812
605	1992984	1992854
606	1034347	1034215
607	1447928	1448114
608	557584	557778
609	1606245	1606128
610	1151046	1150935
611	1117356	1117231
612	1650284	1650187
613	473142	473037
614	1626681	1626872
615	1897588	1897466
616	465191	465088
617	486444	486688
618	1891127	1891007
619	892297	892141
620	1557859	1557751
621	1402379	1402262
622	431149	431030
623	1040415	1040317
624	1242545	1242404
625	389481	389383
626	1863961	1863860
627	1681842	1681720
628	1332323	1332208
629	1324287	1324149
630	1669240	1669095
631	1953071	1952956
632	1081144	1081023
633	873940	874160
634	672530	672394
635	1914811	1914656
636	575491	575655
637	263152	262995
638	1066711	1066579
639	2065940	2065816
640	1212900	1213103
641	1761335	1761217
642	901959	902172
643	557426	557303
644	1184772	1184722
645	1001086	1000967
646	11169	11060
647	1431916	1431721
648	1547117	1546989
649	166747	166602
650	1064769	1064623
651	1042716	1042567
652	1988846	1988717
653	1126476	1126363
654	1122617	1122546
655	2062295	2062212
656	454201	454395
657	732773	732614
658	32620	32812
659	1980609	1980484
660	411392	411293
661	2069588	2069424
662	2060425	2060646
663	967802	968025
664	826761	826662
665	1061720	1061563
666	247255	247116
667	1863420	1863263
668	273936	273827
669	571916	571795
670	1344624	1344535
671	1666774	1666660
672	386587	386800
673	1345997	1346200
674	389463	389666
675	117594	117501
677	788637	788466
678	1215323	1215199
679	1868168	1868364
680	1453698	1453612
681	344913	344819
682	416399	416265
683	577818	577662
684	1096569	1096391
685	603502	603376
686	470020	470221
687	614442	614301
688	335809	335718
689	1042589	1042767
690	422695	422543
691	782903	783096
692	855232	855112
693	78025	77938
694	2087168	2087074
695	527577	527459
696	1451411	1451335
697	21546	21411
698	960022	959922
699	680453	680333
700	635273	635183
701	1118199	1118064
702	1053760	1053968
703	1023164	1023052
704	798979	798892
705	1885784	1885995
707	1087444	1087317
708	1990818	1990700
709	1953580	1953451
710	1793935	1794147
711	313876	313731
712	1402858	1402793
713	1291857	1291700
714	1916499	1916378
715	947941	947830
716	870013	869872
717	682939	682789
718	503633	503524
719	1719756	1719665
720	1848613	1848483
721	425691	425565
722	1389554	1389416
723	876157	876039
724	1564077	1563948
725	1208701	1208589
726	1693931	1693818
727	633681	633905
728	780775	780636
729	1642448	1642332
730	271869	271751
731	1605014	1605199
732	2065675	2065884
733	888771	888638
734	628660	628516
735	1382831	1382717
736	1836282	1836510
737	545363	545252
738	1334955	1334871
739	1199599	1199449
740	1275837	1275767
741	694688	694584
743	259888	259784
744	604651	604464
745	474031	473893
746	1587867	1588070
747	1890831	1890677
748	309262	309166
749	409930	409815
750	1485906	1486167
751	823820	823678
752	1766747	1766723
753	1253669	1253556
754	215620	215842
755	1509304	1509512
756	786235	786119
757	235391	235288
758	342569	342445
759	1400010	1399905
760	480719	480869
761	147545	147735
762	1380570	1380447
763	1088583	1088742
764	1677521	1677411
765	1765610	1765466
766	916814	916652
767	531563	531444
768	835373	835248
769	1399750	1399694
770	1755047	1754943
771	1874753	1874628
772	798986	798870
773	1277927	1277811
774	884705	884588
775	1899282	1899112
776	1699105	1698994
777	453590	453481
778	1164125	1164303
779	1698753	1698632
780	770698	770865
781	1066875	1066762
782	843355	843236
785	796829	796719
786	334486	334338
787	1256381	1256601
788	78416	78229
789	1789588	1789479
790	1214413	1214314
791	371719	371565
792	1604624	1604838
793	282829	282710
794	344612	344491
795	1500573	1500455
796	613638	613548
797	1427790	1427979
798	143261	143142
799	605509	605421
800	1429889	1429800
801	684429	684270
802	1899394	1899285
803	917703	917580
804	1601898	1602075
806	2069720	2069927
807	1503583	1503440
808	1714377	1714270
809	1722590	1722447
810	1451725	1451623
811	779093	778992
812	2070315	2070209
813	1302680	1302879
814	372911	372845
815	66595	66478
816	674688	674566
817	1137143	1137026
818	92006	92213
819	1277941	1278114
820	1088546	1088807
821	1249355	1249552
822	81918	81770
823	1630276	1630178
824	1101865	1101695
825	61722	61612
826	1677270	1677540
827	326922	326759
828	68596	68805
829	18746	18629
830	1553249	1553083
831	25446	25645
832	89309	89488
833	943783	943669
834	850749	850567
835	177448	177346
836	1760726	1760566
837	1051029	1051237
839	218030	218239
840	1850635	1850444
841	1579127	1579009
842	603133	603632
843	842446	842344
844	1953645	1953560
845	126486	126691
846	800462	800705
847	1430211	1430077
848	1103251	1103173
849	20271	20107
850	1845615	1845490
851	1143936	1143827
852	733811	733629
853	1283427	1283329
854	1645019	1644845
855	1655712	1655902
856	414876	414693
857	72406	72267
858	550011	549895
859	281289	281144
860	1798583	1798821
861	795525	795387
862	1893032	1892884
863	1756868	1757040
864	1714831	1714709
865	2085547	2085395
866	46163	46423
867	2014851	2014740
868	83274	83178
869	1740585	1740494
870	1937287	1937165
871	88827	88723
872	57566	57432
873	1848327	1848528
874	195455	195336
875	1833270	1833125
876	602863	602753
877	720403	720544
878	251201	251403
879	1957453	1957334
880	672571	672755
881	1503329	1503525
882	1317891	1317771
883	1694391	1694252
884	1923469	1923318
885	1171305	1171123
886	45680	45577
887	1927049	1926945
888	857965	857837
889	2018863	2019047
891	443721	443600
892	1538824	1538729
893	522293	522201
894	29157	29356
895	1833930	1833852
896	1986437	1986264
897	652349	652240
898	898219	898116
899	1806229	1806117
900	1767531	1767383
901	589528	589382
902	2052616	2052526
903	1153915	1153805
904	1383642	1383827
905	1512649	1512510
906	710732	710930
907	499698	499897
908	1648507	1648706
909	911234	911127
911	1554307	1554136
912	1748134	1748035
913	1601593	1601492
914	1445793	1445737
917	2082437	2082327
918	253660	253607
919	419891	419791
920	1973151	1973051
921	1064942	1065173
924	1846672	1846875
925	39814	40073
926	522828	522728
927	448776	448681
928	309983	309864
929	1584413	1584291
930	1099364	1099598
931	1619676	1619877
932	1298552	1298464
933	613325	613190
934	1090491	1090683
935	1260576	1260760
936	521476	521338
937	656241	656116
938	1483520	1483410
939	1486778	1486636
940	1625589	1625479
941	312734	312629
942	1272015	1272190
943	198208	198078
944	1366111	1366007
945	1131481	1131352
946	1098141	1097978
947	2008761	2008633
948	1775525	1775723
949	1931027	1930904
950	501381	501276
952	1224526	1224414
953	1448966	1448802
954	1029138	1029023
955	1148101	1147980
956	1343903	1344115
957	448463	448337
958	1694740	1694623
959	657091	656964
960	1374988	1374851
961	269371	269241
962	680515	680389
963	2019954	2019844
964	2053090	2052924
965	788958	789140
966	425754	425988
967	247975	247839
968	1957172	1957329
969	982026	981880
970	527145	527050
971	256975	257141
972	1950369	1950335
973	1256896	1256800
974	1567871	1567758
975	828946	828805
976	947503	947397
977	1338162	1338366
978	337589	337495
979	73520	73405
980	837043	836934
981	1934947	1934837
982	2009976	2009820
983	344413	344308
984	714079	713968
985	1681678	1681864
986	919796	919558
987	450013	449884
988	1552226	1552088
989	483331	483521
990	523620	523507
991	1077135	1077005
992	1796897	1797076
993	2026117	2025999
994	221378	221264
995	305417	305604
996	477730	477613
997	422910	423079
998	1023979	1024248
999	1972035	1971924
1000	595111	594985
1001	1407120	1407007
1002	957201	957115
1003	1902997	1902890
1004	611627	611621
1005	814166	814064
1006	115170	115031
1007	1665072	1665036
1008	1620700	1620483
1009	319055	318954
1010	1689195	1689006
1011	89128	89330
1012	1455995	1455887
1013	1192089	1191989
1014	1661667	1661536
1015	911790	912001
1016	213850	214100
1017	1680590	1680474
1018	699893	700087
1019	363427	363277
1020	1624760	1624603
1021	1421739	1421626
1022	357833	357650
1023	794628	794470
1024	1925494	1925367
1025	369814	370028
1026	1046697	1046598
1027	421906	421777
1028	354461	354681
1029	917263	917156
1030	1304549	1304451
1031	1916670	1916575
1032	39380	39260
1033	1126681	1126561
1034	1532685	1532523
1035	1565774	1565930
1036	1160049	1160267
1037	142958	142868
1038	2090801	2090676
1039	1577333	1577200
1040	1944240	1944445
1041	624701	624583
1042	1220730	1220646
1043	1537434	1537440
1044	84455	84353
1045	1165548	1165750
1046	2050502	2050351
1047	539621	539787
1048	1991618	1991460
1049	449721	449622
1051	1474475	1474335
1052	1158949	1158840
1053	1411184	1411346
1054	1809055	1808921
1055	2047491	2047379
1056	1696522	1696437
1057	1245651	1245498
1058	1820302	1820477
1059	188340	188218
1060	921442	921256
1061	1750061	1750077
1062	250793	250640
1063	23544	23372
1064	1691533	1691385
1065	1241592	1241491
1066	101280	101163
1067	1852862	1852752
1072	172882	172731
1073	744676	744546
1074	993143	993025
1075	1509128	1509315
1076	1289730	1289911
1077	1236851	1236709
1078	1956799	1956710
1079	1219125	1219316
1080	488811	488985
1081	930892	930805
1082	698977	698846
1083	1303373	1303249
1084	300116	300036
1085	1407905	1407757
1086	1555374	1555248
1087	1341192	1341078
1088	172854	172721
1089	504461	504348
1090	1194977	1194851
1091	1227705	1227570
1092	217111	216985
1093	1687623	1687498
1094	621863	622055
1095	1444394	1444580
1096	1182451	1182300
1097	841794	841978
1098	875664	875561
1099	1697770	1697666
1100	1158313	1158484
1101	1437351	1437205
1102	1530230	1530075
1103	1615267	1615124
1104	946477	946704
1105	1604835	1605082
1106	1632483	1632353
1107	1182087	1181956
1108	1989794	1989613
1109	1187709	1187908
1110	1314536	1314425
1111	529975	529838
1112	1404953	1404818
1113	1298429	1298256
1114	847502	847377
1115	1340444	1340319
1116	540021	539907
1117	198615	198426
1118	1009135	1008982
1119	652310	652170
1120	361129	361311
1121	1680088	1680238
1122	161700	161881
1123	572199	572084
1124	189614	189484
1125	1511695	1511546
1126	1101676	1101527
1127	706169	706363
1128	1228363	1228271
1129	15370	15261
1130	606932	606825
1131	1378887	1378749
1132	1503769	1503689
1133	1985389	1985576
1134	146519	146371
1135	456126	456307
1136	1928219	1928124
1137	1938469	1938305
1138	2003481	2003358
1139	996957	996842
1140	693949	693787
1141	226063	225917
1142	2083134	2083047
1143	1562416	1562618
1144	2058104	2058314
1145	29981	29892
1146	1976342	1976180
1147	1794670	1794545
1148	476425	476304
1149	949932	949755
1150	997716	997597
1151	1801222	1801101
1152	1137050	1136960
1153	291035	290933
1155	738864	738710
1156	2038124	2038308
1157	694022	693848
1158	819846	820009
1159	990651	990490
1160	2009483	2009305
1161	1066578	1066438
1162	795062	795259
1163	804899	805085
1164	717132	717006
1165	1834284	1834189
1166	1974562	1974790
1167	1542640	1542444
1168	359437	359324
1169	870926	870777
1170	57833	57687
1171	919953	919811
1172	1472399	1472300
1173	1030953	1030823
1174	1598064	1597943
1175	97723	97628
1176	1003625	1003472
1177	1183323	1183206
1178	832457	832366
1179	796409	796618
1180	1914551	1914440
1181	1505474	1505314
1182	614147	614337
1183	37456	37289
1184	1558645	1558505
1185	1672932	1672792
1186	13896	13769
1187	550620	550809
1188	1576318	1576499
1189	1250699	1250598
1190	1607772	1607664
1191	1510246	1510085
1192	1377320	1377170
1193	41973	41849
1194	1335035	1334863
1195	733726	733603
1196	1665448	1665338
1197	1126267	1126152
1198	2086614	2086453
1199	952406	952290
1200	1216091	1216275
1201	1908448	1908315
1202	1034422	1034267
1203	332654	332535
1204	407346	407636
1205	899484	899373
1206	122445	122347
1207	76198	76053
1209	1824482	1824315
1210	1681924	1681793
1211	956362	956247
1212	563412	563570
1213	1777066	1776962
1214	822111	822297
1215	1905698	1905559
1216	146466	146323
1217	1534611	1534812
1218	501204	501400
1219	1196562	1196440
1220	277890	277796
1221	179207	179074
1222	1490991	1491170
1223	1420883	1420772
1225	992247	992157
1226	2060362	2060239
1227	837525	837363
1228	687620	687803
1229	2089036	2088932
1230	1560679	1560564
1231	206670	206554
1232	1861046	1860956
1233	400876	401100
1234	113305	113188
1235	1340742	1340639
1236	53555	53430
1237	573612	573862
1238	1884909	1884813
1239	903604	903437
1240	1638973	1638844
1241	1424724	1424618
1242	856621	856795
1243	46503	46394
1244	1613783	1613684
1245	381484	381351
1246	1930908	1930801
1247	1653927	1654091
1248	1781973	1781834
1249	351743	351602
1250	1338316	1338202
1251	1541903	1541747
1252	862825	862709
1253	731256	731092
1254	1358050	1357927
1255	355700	355558
1256	1349536	1349425
1257	504897	505082
1258	1304741	1304969
1259	1916527	1916411
1260	641805	641687
1261	1484226	1484146
1262	592713	592629
1263	1871078	1870960
1264	485849	485712
1265	1169247	1169101
1266	306437	306321
1267	1512550	1512423
1268	1281351	1281214
1269	1512646	1512470
1270	624105	623965
1275	415093	414964
1276	1043371	1043310
1277	1617046	1616923
1278	1268856	1268687
1279	246677	246613
1280	26001	25899
1281	523086	522983
1282	415211	415059
1283	346667	346494
1284	789246	789119
1285	1172838	1173038
1286	44620	44806
1287	421221	421410
1288	1859375	1859240
1289	1983660	1983558
1290	183058	182939
1291	1772057	1771950
1292	327754	327615
1293	1591117	1591002
1294	1835497	1835359
1295	1483129	1483019
1296	636939	636843
1297	456384	456571
1298	1342578	1342781
1299	423565	423732
1300	580406	580185
1301	144549	144430
1302	1742074	1742264
1303	286338	286240
1304	1124000	1123880
1305	317870	317766
1306	2077890	2077813
1307	258645	258524
1308	1039286	1039122
1309	2048071	2048255
1310	1978331	1978210
1311	863393	863307
1312	1182672	1182581
1313	1788161	1788361
1314	604708	604594
1315	904385	904268
1316	117314	117210
1317	1162506	1162696
1318	1249434	1249322
1319	897260	897177
1320	266356	266195
1321	830556	830786
1322	440871	440795
1323	117723	117619
1324	1415438	1415636
1326	1048133	1047994
1327	105161	105009
1328	1461732	1461614
1329	2089169	2089017
1330	1632947	1633133
1331	2044704	2044915
1332	1517713	1517937
1333	37369	37258
1334	560481	560370
1335	994863	994750
1336	840223	840421
1337	968037	967956
1338	1205614	1205812
1339	1031035	1030944
1340	199806	199623
1341	1168094	1167973
1342	876339	876567
1343	1420643	1420530
1344	1963021	1962880
1345	2062052	2061912
1346	2050200	2050055
1347	1371156	1371007
1348	468773	468985
1349	96838	96705
1350	1556962	1556798
1351	1275686	1275569
1352	1912914	1912790
1353	1354836	1354727
1354	948973	948846
1355	371072	370968
1356	1843482	1843359
1357	1766522	1766389
1358	1524651	1524536
1359	689652	689490
1361	384783	384661
1362	522782	522656
1363	979524	979426
1364	811099	810992
1365	769935	769819
1366	912785	912938
1367	926052	925942
1368	1505592	1505450
1369	289871	290077
1370	982765	982623
1371	709941	709791
1372	1253900	1253777
1373	57843	57626
1374	833435	833367
1375	1334680	1334856
1376	2009163	2009037
1377	1322736	1322615
1378	1512124	1512025
1379	1532287	1532160
1380	2030968	2030868
1381	1994533	1994370
1382	409665	409511
1383	477316	477518
1384	91246	91139
1385	1649771	1649620
1386	1605573	1605456
1387	819913	819807
1388	1952848	1952737
1389	73457	73347
1390	1693545	1693443
1391	720569	720459
1392	296802	297030
1393	1969829	1969710
1394	624475	624342
1395	93264	93140
1396	1480848	1480794
1397	333551	333480
1398	189313	189488
1399	217563	217445
1400	580615	580449
1401	1307030	1307213
1402	1892637	1892815
1403	1220479	1220343
1404	636668	636562
1405	1820356	1820255
1406	1148680	1148866
1407	2015546	2015776
1408	616838	616734
1409	122852	122752
1410	154924	154773
1411	20909	20818
1412	884901	884832
1413	1324009	1323871
1414	711443	711275
1415	782077	781995
1416	1408779	1408985
1417	1750320	1750205
1418	1114590	1114435
1419	1440121	1439986
1420	1933330	1933539
1421	624305	624509
1422	77496	77372
1423	1769747	1769987
1424	846027	845811
1425	1478815	1478690
1426	79549	79459
1427	646904	646799
1428	1092714	1092575
1429	870011	869902
1430	852487	852698
1431	1037356	1037234
1432	1112507	1112402
1433	708952	708846
1434	1046835	1046671
1435	1470528	1470430
1436	1833589	1833459
1437	1858968	1858802
1438	551205	551127
1443	1066921	1067135
1444	1606842	1606762
1445	497713	497603
1446	303641	303543
1447	541546	541390
1448	2042971	2043166
1449	518552	518418
1450	1599694	1599590
1451	886893	886723
1452	1943075	1942962
1453	298916	298753
1454	912498	912711
1455	514797	514981
1456	947994	947867
1457	1642240	1642105
1458	1540793	1540681
1459	985427	985323
1460	193129	193020
1465	1431232	1431129
1466	73765	73609
1467	1234933	1235100
1468	1136540	1136389
1469	844797	845013
1470	133624	133507
1471	103315	103185
1472	773905	773799
1473	2092132	2092322
1474	1411509	1411351
1475	2056282	2056178
1476	1524157	1523987
1477	836921	836843
1478	1058245	1058099
1479	1600601	1600819
1480	130611	130446
1481	1166624	1166560
1482	1270748	1270636
1483	1463375	1463565
1484	913592	913462
1486	396823	397016
1491	496263	496465
1492	1003768	1003665
1493	1051805	1052003
1494	1248388	1248243
1495	2083104	2082973
1496	1728212	1728035
1497	883824	883725
1498	683483	683369
1499	1375257	1375105
1500	1964357	1964209
1501	948102	947985
1502	39305	39152
1503	1515590	1515431
1504	893381	893260
1505	1795981	1795884
1506	689509	689358
1507	1752646	1752567
1508	691137	690980
1509	867862	867707
1510	1252067	1251914
1511	1198296	1198127
1512	1305073	1304881
1513	889443	889630
1514	1251039	1250962
1515	376754	376634
1516	2007832	2007724
1517	76541	76393
1518	1789483	1789684
1519	732108	732012
1520	583738	583585
1521	596621	596798
1522	1960144	1960334
1523	1280184	1280357
1524	1971261	1971128
1525	964536	964758
1526	546854	546724
1527	696065	695920
1528	1445925	1445804
1529	371065	371252
1530	2018737	2018664
1531	667444	667316
1532	1308798	1308666
1533	1108857	1108657
1534	1413097	1412993
1535	1787202	1787089
1536	1534313	1534134
1537	247169	247043
1538	1063186	1063053
1539	1803078	1802915
1540	1864911	1864751
1541	1322177	1322018
1542	590767	590615
1543	1657922	1658112
1544	1260591	1260472
1545	782530	782801
1546	1839596	1839489
1547	1379271	1379145
1548	393269	393155
1549	1248631	1248530
1550	1281173	1281008
1551	1376195	1376417
1552	616096	615960
1553	386498	386716
1554	535771	535975
1555	895409	895269
1556	443089	442985
1557	301842	301695
1558	1253011	1252887
1559	305061	304901
1560	1996421	1996327
1561	428749	428629
1562	1746600	1746520
1563	578712	578915
1564	1849451	1849338
1565	623223	623097
1566	1443523	1443367
1567	1550443	1550277
