EVENT	TDC1	TRIG
31026	418514	421521
31056	1395907	1398887
31069	1497564	1500538
31072	1817437	1820718
31080	529251	532391
31088	1764227	1767513
31109	1360579	1363573
31123	651575	654574
31186	1995218	1998343
31203	600173	603334
31215	1799317	1802281
31236	1433868	1436820
31246	13182	16167
31291	968046	971025
31292	225269	228592
31309	168186	171167
31336	1754474	1757762
31345	154828	157906
31352	454813	458397
31378	885042	888221
31447	902918	906226
31464	1957897	1960931
31483	789158	792160
31606	1982136	1985134
31622	772246	775254
31629	1342474	1345483
31650	1578635	1581824
31653	1866156	1869400
31665	1405778	1409671
31679	1003380	1006440
31701	848810	851792
31720	1839035	1842588
31723	1217034	1220034
31764	531378	534531
31766	1041596	1044558
31785	235706	238902
31795	828259	832055
31797	1620558	1623577
31821	714604	717585
31829	1743725	1746731
31874	1191242	1194448
31904	2001237	2004220
31920	494394	497585
31933	278730	281938
31949	179610	182614
31960	258038	261220
31988	99581	102621
31994	117824	121341
32010	243446	246875
32012	916095	919133
32050	2060252	2063241
32058	234264	237247
32080	2047623	2051150
32115	1265313	1268505
32121	2044843	2047877
32132	194273	197650
32138	658350	661685
32152	1134282	1137461
32154	121554	124859
32164	1158618	1161981
32203	1474554	1477823
32252	169870	172915
32298	1253673	1256686
32306	300946	304073
32320	1241138	1244255
32331	1276131	1279297
32338	1813578	1816689
32364	104461	107643
32379	313038	316466
32380	1253126	1256067
32387	522042	525230
32434	1324919	1327923
32459	1219557	1222589
32467	1210025	1213313
32511	408561	411050
32514	965807	968765
32541	816633	819652
32553	1246040	1249444
32632	1430169	1433161
32655	2064412	2067666
32657	1175829	1179021
32672	777899	781113
32711	1158458	1161682
32719	1259904	1262855
32734	1451290	1454580
32742	1270316	1273644
32768	2080610	2083596
32814	134956	137956
32853	114008	116984
32876	1533068	1536071
32911	945925	949260
32921	1673198	1676662
32939	1869257	1872465
32949	1210013	1213233
32962	992027	995042
32966	1125344	1128372
32976	1847588	1850592
32978	207839	210840
32991	725503	728717
32997	54199	57348
33005	1687213	1690516
33026	1405842	1408823
33040	1347852	1351028
33042	1845158	1848299
33053	1156553	1160240
33109	1038693	1041823
33120	473222	476475
33139	761970	764961
33175	76471	79444
33182	711493	714437
33189	1348812	1351919
33224	551667	554662
33261	1948030	1951027
33265	129769	132803
33282	942979	946117
33291	2088921	2092234
33343	1475620	1478439
33344	623846	627353
33401	70151	73515
33410	218687	221962
33414	1371316	1374967
33434	1540149	1543351
33471	927114	930099
33511	1048883	1052066
33541	970990	973968
33553	854746	857723
33581	22195	25516
33585	1214105	1217234
33639	1562435	1565741
33645	108437	111396
33679	1555577	1559002
33731	1419344	1422325
33742	1847714	1851184
33766	1735790	1739154
33862	969897	972879
33863	909074	912078
33874	784078	787232
33917	1907458	1910810
33922	1213179	1216262
33938	820367	823361
34022	869762	872778
34076	530999	534075
34080	723761	726720
34100	1136514	1139598
34145	1084196	1087198
34147	1155333	1158338
34178	11749	14967
34194	836725	839732
34196	259861	262874
34216	817091	820361
34221	470996	473967
34232	1756321	1759282
34233	974233	977252
34241	634582	637932
34278	299311	302290
34328	1504362	1507363
34330	1729513	1732779
34403	1501996	1505350
34431	181067	184079
34438	428022	431084
34444	1778144	1781145
34449	566530	569482
34457	658209	661216
34463	377160	380378
34487	177261	180773
34500	760526	763486
34507	735935	739299
34548	24787	27779
34550	503636	506641
34556	933677	936823
34570	559897	563082
34594	1575447	1578501
34608	1080616	1083613
34625	788610	791628
34637	40897	44093
34693	1122951	1126335
34720	98157	101558
34727	396996	400181
34733	2093882	2097117
34739	130678	133992
34786	30359	33471
34801	1460037	1463064
34802	769805	773022
34841	44526	47628
34847	1542268	1545640
34897	1421658	1424880
34907	58583	61728
34917	381769	384903
34920	1041971	1045336
34953	2042598	2045589
34965	820674	823670
