EVENT	TDC1	TRIG
22625	1630193	1633534
22711	1118718	1122001
22789	470551	474205
23360	715298	718630
23841	1746866	1750306
24145	1588790	1592150
24201	1249831	1253141
24203	1562874	1566414
24332	1776857	1780209
24453	1979007	1982341
25030	927872	931254
25305	34146	37696
25509	1603337	1606775
26295	1925581	1928943
26336	1888690	1891946
26354	1778979	1782559
26417	630612	634011
26484	441870	445445
26689	620039	623378
27056	899702	903058
27315	279930	283277
27343	617109	620830
27448	1503865	1507472
27559	832582	835928
27708	472822	476172
27855	1766874	1770248
27887	779207	782579
27959	1986610	1989945
28149	1178433	1181803
28289	631355	634686
28368	1969929	1973352
28776	181538	185152
28821	1796526	1799814
28861	710126	713701
28933	1835410	1838761
29079	1543145	1546451
29149	1527927	1531248
29319	1202195	1205573
29371	1466228	1469600
29445	230375	233717
29542	587318	590527
29764	739239	742596
29809	1669489	1672707
29893	505699	509046
29951	1081465	1085087
30119	1345986	1349329
30161	1469165	1472460
30485	1498359	1501696
30690	1901037	1904390
30731	953150	956771
30796	1001471	1005117
30862	1701282	1704826
30914	1098833	1102161
31067	269890	273265
31094	175334	178648
31178	2064313	2067683
31504	460510	464091
31827	2078905	2082459
31833	424	3681
31961	1657716	1661003
31999	967618	971008
32041	514223	517542
32325	1314079	1317431
32524	1106249	1109852
32669	1282202	1285456
32689	1597107	1600526
32731	948030	951382
32771	1157670	1161011
33372	1673863	1677479
33393	1004871	1008185
33705	534247	537815
33726	284819	288325
34080	1162734	1165999
34718	599994	603594
34789	1889669	1892969
34851	1208406	1211759
35139	207333	210577
35141	1063629	1066979
35198	1041218	1044496
35425	1152671	1156065
35473	434834	438135
35526	5284	8645
35625	1846678	1850249
35750	1804774	1808051
35756	895922	899575
35777	1592665	1595960
35971	1292158	1295822
36073	579025	582366
36377	1806604	1809772
36659	791141	794466
36719	1482473	1485807
36829	1034966	1038299
36861	148739	152123
37062	894053	897391
37122	554865	558719
37319	1942083	1945459
37460	1619639	1622960
37479	1934256	1937658
37560	407696	411029
37635	1389083	1392840
37637	858510	861806
37658	1059262	1062605
37892	1606589	1609687
38001	1599344	1602689
38513	1626807	1630165
38587	1487491	1490864
38608	743683	747026
38763	74813	78465
38885	1899750	1903097
39203	1873398	1876732
39583	1411426	1414823
39695	1177545	1180844
39875	273199	276510
40209	1560603	1563902
40354	1450252	1453607
40391	931335	934571
40465	848353	851747
40558	1331042	1334333
40906	1715263	1718555
41209	205078	208433
41710	1722145	1725751
42379	386267	389569
42393	2083395	2086653
43100	405379	408706
43485	345156	348390
43549	255259	258591
43668	220108	223807
43796	352480	356001
43897	1127095	1130377
45200	778513	781710
45318	2011856	2015414
45415	956211	959552
45564	18482	21827
45702	1057673	1061269
45758	577333	580800
45762	812579	815890
45857	1797858	1801183
45997	228156	231499
46153	1334232	1337548
46163	579772	583132
46498	905919	909456
46686	70404	73751
46859	478172	481595
46955	378025	381349
47310	802834	806188
47848	1774298	1777954
48520	1768529	1771880
48743	6297	9608
48789	1084226	1087552
48804	211820	215168
48909	399665	403029
49203	1116916	1120173
49352	145549	148766
50665	353127	356447
50817	1889544	1892889
50923	772549	775926
51204	680957	684277
51306	1336187	1339361
51733	1854449	1857811
51755	348972	352244
51775	798194	801516
51872	1641862	1645431
51910	6328	10256
52029	727551	730799
52218	1712116	1715714
52401	910321	913644
52518	1782036	1785357
52718	243881	247188
52727	1095768	1098928
52993	1465513	1468854
53094	310267	313893
53137	241242	244593
53198	528698	532052
53343	1520817	1524437
53621	46084	49482
54197	1385593	1388914
54238	1010190	1013497
54300	24453	27776
54592	510426	514084
54678	1616673	1619883
54990	1740354	1744018
55022	591469	594789
55610	924298	927623
55709	1961564	1964897
55831	1001957	1005514
55883	47064	50391
56496	2038670	2042169
56627	366841	370148
56699	2047572	2050867
56744	2054822	2058190
56880	638390	641299
56931	2089539	2092890
57318	1215768	1219213
57458	1147148	1150459
57798	591758	595107
57813	729049	732320
58020	433095	436465
58235	614750	618407
58803	221398	224686
59493	37060	40386
59674	2015486	2019363
60185	647831	651111
60189	583875	587295
60644	1165133	1168424
60697	1047144	1050767
61074	522301	525912
61344	1451879	1455186
61392	980478	983789
61556	1868977	1872344
61898	719073	722642
62404	960396	963702
62480	426094	429423
62592	591437	594768
62777	782782	785986
63173	1936505	1939905
63274	1802502	1806061
63481	244432	247769
63547	790048	793424
64181	1158463	1161739
64231	654203	657937
64384	1049110	1052469
64927	144381	147714
64964	1695596	1698909
64968	1688571	1691919
65469	1133706	1136946
65568	1999005	2002715
65726	877913	881527
66328	792978	796319
66333	1229726	1233073
66483	375120	378460
66515	1077172	1080616
66560	732188	735522
66730	504479	508104
66806	641787	645089
67067	985462	988813
67121	1580064	1583336
67139	18518	21837
67793	1652736	1656066
67968	1656422	1659725
68781	824253	827601
69401	774774	778612
69654	1884402	1887665
69759	1918017	1921308
69775	1549183	1552703
69946	2000732	2004361
70215	1176994	1180313
70220	1106528	1110130
70667	652232	655892
70668	254270	257638
70779	126202	129426
70782	2089265	2092793
70937	90694	94295
70953	1189557	1192867
71445	1870861	1874354
71482	284114	287472
72001	1501962	1505253
72034	382077	385164
72595	1340570	1343884
72603	1944554	1947925
72810	1788854	1792190
72951	1110438	1114020
72956	1059507	1062877
73140	442519	445857
73176	1109504	1112834
73464	317970	321347
73528	1953470	1956458
73956	686643	689968
74148	1353330	1356707
74150	309865	313505
74492	679119	682788
74594	1810656	1813984
75023	1260970	1264336
75096	1080562	1084191
75098	1832781	1836138
75164	601465	604863
75346	1978387	1981688
75825	1619366	1622661
75980	1328601	1331951
76147	1098243	1101565
76291	1405670	1409035
76713	1384480	1387829
76799	1620232	1623833
76954	1158731	1162347
77458	953914	957243
77507	1643023	1646594
77753	103533	106953
78073	1955437	1959068
78160	637130	640747
78738	1171421	1174707
78939	808615	811918
79573	518428	521733
79600	1894614	1897914
79974	797665	801024
80148	730430	733737
80267	1691715	1695031
80275	1798317	1801641
80621	1230621	1234256
80764	1056688	1059988
80777	13802	17077
80815	9450	13081
80859	531615	534930
80897	1704823	1708211
80928	1296694	1300029
80969	2053842	2057454
81183	2088032	2091614
81320	424788	428372
81408	926362	929696
81701	1117846	1121157
81752	337534	340884
81980	1406424	1409749
82064	817910	821274
82125	1660342	1663657
82175	1972670	1975975
82465	2076946	2080425
82801	1374170	1377513
82893	1308845	1312173
83143	1348640	1351990
83460	1054618	1057930
83520	41708	45295
83698	481666	484970
83760	1821520	1825229
83808	1562428	1565753
83824	28109	31389
83900	1475507	1478852
84052	117599	120944
84067	420012	423376
84078	764396	767777
84151	314895	318478
84169	661866	665217
84226	1313045	1316387
84537	1490858	1494184
84981	69729	73097
85199	1588454	1592016
85383	291339	294642
85417	1767134	1770806
85425	714570	717942
85792	1041232	1044590
85880	223250	226615
85928	1800144	1803514
85976	503072	506423
86161	931008	934584
86194	559886	563528
86628	454724	458085
86781	924952	928522
86882	1583522	1587188
86937	266646	269558
86994	1644282	1647616
87029	1520592	1523910
87289	1326169	1329253
87338	200814	204648
87419	1052032	1055347
87553	311492	314854
87700	787217	790564
87742	536617	539972
87793	307904	311281
87805	2095114	1308
87848	1156315	1159637
87922	629674	633009
87936	1015885	1019466
88007	256058	259703
88091	1376907	1380225
88275	1597950	1601300
88462	1866146	1869481
88730	1014178	1017400
89037	2091643	2094994
89180	1982894	1986205
89309	514152	517787
89550	763434	766576
89772	499634	502945
89876	75118	78737
89926	1155406	1158753
90035	1147643	1151266
90412	1661925	1665231
90552	191335	194695
90698	960039	963395
90782	188731	192305
90966	1499416	1502747
91037	1560554	1563906
91136	1040449	1043793
91431	44262	47795
91443	332198	335521
91500	188268	191604
91517	1065928	1069263
91613	1184252	1187590
92152	117994	121379
92484	1998189	2001559
92531	1442339	1445929
92545	1389735	1393380
92811	856658	860108
92963	1765420	1768738
93025	1284678	1288054
93291	1321412	1324793
93411	1873341	1876907
93530	1415586	1419244
93656	2096406	2809
93867	829111	832430
94109	932167	935747
94148	1783102	1786719
94321	302259	305642
94541	2051086	2054420
95089	37152	40545
95243	1666145	1669550
95470	1190960	1194270
95583	1401330	1404692
95597	821714	825054
95744	467468	470763
95922	990846	994433
95971	1873897	1877199
96028	327748	331025
96043	179484	182583
96469	1955225	1958551
96723	213250	216583
96739	1928391	1931985
96784	1245232	1248535
97097	2041636	2044998
97345	1096763	1100089
98230	1628880	1632101
98427	2072160	2075511
98443	267835	271169
98824	2072799	2075976
99300	1397699	1400940
99477	1057859	1061175
99482	1137143	1140513
99670	31936	35603
100079	1602507	1606135
100331	642966	646281
100383	422412	425759
100623	649967	653322
100625	1681306	1684678
100690	1718119	1721451
100880	695694	699085
101074	255102	258445
101461	1378670	1382152
101712	144164	147495
102314	2043728	2047094
102404	1495317	1498737
102654	420042	423354
102657	1920762	1924355
103047	1718117	1721711
103155	651552	654871
103337	776629	779884
103433	1815350	1818719
103566	1829144	1832487
103623	557248	560846
103696	800545	803926
103737	1464765	1468363
103851	637854	641188
104016	310587	313877
104021	1862238	1865820
104125	903814	907098
105065	775287	778902
105091	342173	345517
105720	1689777	1693351
105766	876305	879482
105957	1991993	1995354
105964	1920876	1924157
106524	1641040	1644380
106763	201110	204443
106786	580514	584329
106953	1658961	1662249
106981	330654	334051
107347	1790134	1793408
107362	1544834	1548140
107496	1611058	1614361
107573	1563741	1567416
107667	1708234	1711558
107715	730717	734089
107823	1828066	1831644
107860	1388608	1391974
108470	883606	887241
108591	1998789	2002150
108619	979093	982738
108667	1029213	1032554
109181	1800939	1804298
109244	1111603	1115029
109313	848109	851475
109388	1493737	1497104
109483	1334898	1338190
109695	1146144	1149495
109715	75334	78891
109738	673902	677231
109876	806478	809861
109904	1367066	1370423
110047	1842520	1845819
110532	1196197	1199476
111275	762409	765705
111843	1224077	1227377
111964	2063663	2067267
112082	1013081	1016403
112122	890925	894250
112361	2076226	2079574
112747	992374	995709
112882	1452402	1455726
113343	426349	429749
113867	1561247	1564506
114062	1856788	1860385
114129	1658108	1661844
114200	1473182	1476487
114669	1238438	1241719
115154	244655	247993
115587	1464434	1467754
115705	1867935	1871257
115734	134882	138233
115804	246467	250135
115909	471240	474619
116499	1011094	1014449
116698	1124824	1128427
116719	749328	752592
116812	724482	727766
116895	239454	242855
116915	455942	459273
117553	1019648	1023219
117572	1153314	1156908
117748	1077217	1080766
117869	324320	327979
117932	2005283	2008838
118008	966431	969875
118034	1007726	1011044
118180	1693664	1696991
118550	1945163	1948795
118665	445411	449099
118756	283732	287326
118831	658890	662286
119065	1322559	1326290
119103	1167030	1170324
119808	2086905	2090243
120029	1820619	1823998
120100	1848875	1852278
120127	859843	863144
120474	104874	108203
120659	767990	771603
121046	1096768	1100112
121166	436954	440253
121415	877622	881155
121546	1608581	1611872
121749	1286351	1289932
122151	650242	653852
122371	2066567	2070185
122421	623212	626777
122852	1762136	1765502
123758	1514390	1517766
124012	89842	93160
124594	655902	659533
125088	54522	57875
125121	250762	254516
125156	671585	674209
125169	1858063	1861410
125309	1094975	1098699
125313	448710	451984
125331	1409402	1412730
125593	1415900	1419267
125671	1645683	1648953
126100	1490598	1493902
126239	447309	450678
126584	1695509	1698842
126675	1655056	1658332
127058	1272115	1275436
127261	916797	920186
127420	1630471	1633725
127651	1615935	1619635
127830	113854	117226
128167	1675686	1679039
128755	1648867	1652148
128765	1348676	1351947
128960	916598	919926
128975	1305471	1308831
129059	2034934	2038254
129100	518678	522024
129594	1602046	1605454
129929	1131762	1135068
130156	244508	248127
130181	486143	489540
130217	1057194	1060564
130238	70844	74192
130274	1270836	1274112
130365	782034	785365
130440	1215491	1219052
130632	1173406	1176957
130781	19070	22354
130924	755437	758763
131107	1894696	1898007
131269	626457	630252
131272	499449	502839
131296	1035919	1039281
131705	1994699	1998038
131932	307236	310508
132023	177137	180448
132053	875878	879202
132232	219270	222588
132252	644288	647720
132544	814010	817294
132740	1620894	1623979
132816	590458	593818
133068	1351977	1355192
133072	337990	341332
133540	1608371	1611747
133557	247423	250919
133772	594652	598268
134015	306723	310059
134149	1588337	1591705
134195	1459858	1463205
134432	510102	513428
134437	37478	40798
134539	890904	894284
134717	707441	711011
134738	1420177	1423483
135189	801234	804756
135498	592246	595574
135893	571588	574942
135933	1093163	1096442
136520	602373	605680
136550	1742250	1745618
136740	962774	966106
136786	2013082	2016492
136888	2022389	2025677
136898	60155	63748
137180	1182870	1186479
137298	238749	242305
137768	757230	760843
138202	508041	511378
138247	851274	854606
138285	1633155	1636495
138323	625713	629500
138489	930237	933503
138709	869373	872694
138756	1245403	1248761
139459	880476	884117
139670	701828	705505
139744	944080	947582
139762	1631593	1635276
139775	1595694	1599259
139873	1863359	1866913
140186	1411621	1415322
140227	519116	522528
140432	342973	346333
140615	1833045	1836379
140961	517777	521102
141290	55332	58669
141445	330186	333821
141789	1318612	1321915
142096	598742	602076
142280	1585556	1588874
143066	1101063	1104360
143159	845412	848745
143438	595579	598921
143594	1501891	1505199
143801	1987840	1991165
143818	1990527	1994239
144264	595290	598630
144581	1923474	1926739
144701	400986	404323
144937	615259	618578
145266	221670	224978
145888	361072	364686
146099	1340983	1344345
146117	677959	681237
146347	797209	800722
146621	79250	82628
146899	1570295	1573594
147149	1960328	1963691
147386	1986923	1990544
147413	1021483	1024745
147687	811486	814844
147720	1158359	1161963
147734	1521303	1524522
147784	1115490	1118380
147897	398643	401932
148219	1121084	1124702
148315	7938	11111
148511	240794	244117
148532	18921	22291
148630	124238	127593
148645	110807	114152
148701	1193438	1197101
148710	416741	420387
149183	725434	728753
149947	1309534	1312888
150250	661027	664653
150720	924112	927373
150911	611285	614663
151186	868132	871485
151970	865089	868663
152160	297424	300721
152574	1961847	1965196
152792	331856	335167
153004	1764825	1768368
153047	480256	483926
153178	1295431	1298824
153200	1834334	1837532
153535	1321566	1324795
153597	280058	283375
153664	1245485	1248815
153739	483806	487328
153873	1641289	1644659
153900	530656	533813
153911	1996518	1999817
154312	2047578	2051172
154318	1157205	1160751
154328	710442	713767
154451	1721814	1725120
154505	1450938	1454217
154669	505990	509306
155362	209390	212605
155366	700966	704299
155557	1776583	1779898
155854	1224838	1228659
155888	1833366	1836694
155894	1103683	1107408
156305	1648365	1651697
156403	1544127	1547473
156693	786755	790370
156985	749537	752846
157045	1144262	1147551
157076	841685	845007
157372	227773	231120
157711	917593	920891
157772	1580076	1583323
157856	2003806	2007131
158260	1595561	1598848
158293	660900	664238
158371	381455	385117
158543	224915	228269
158617	272927	276226
158853	669720	673045
158874	2039686	2043380
158961	1118706	1122035
159226	1205051	1208664
159249	266910	270286
159456	1265960	1269330
159532	489745	492993
160333	1318783	1321967
160352	1015607	1018916
160555	1521410	1524771
160780	151227	154425
160936	1642772	1646324
161438	1196379	1199699
161526	229392	232677
161984	700421	704214
162622	454976	458591
162719	999267	1002897
162990	1535760	1539111
163057	1246279	1249855
163072	148366	151724
163226	613399	616960
163314	27026	30828
163594	1652485	1656094
163947	511606	515054
164020	808621	812228
164042	1294040	1297669
164215	396668	399969
164683	1827314	1830929
164767	576151	579735
164983	251673	255250
165046	1504116	1507904
165608	1196428	1199751
165745	1811594	1814917
166192	420608	423958
166366	663046	666462
166424	1258996	1262625
167004	189323	192689
167396	154814	158140
167454	922588	925902
167623	434036	437388
168023	710440	713345
168765	347133	350737
168792	54402	57571
169075	1745080	1748425
169204	845033	848404
169242	344078	347524
169886	1522901	1526352
170090	1307495	1310839
170211	505213	508535
170301	1375095	1378386
170338	1625462	1628733
170508	556817	560178
170606	529070	532406
170675	1180493	1183843
171149	140405	144017
171227	62557	66185
172323	99750	103049
172512	868978	872266
172923	19532	22898
172953	44297	47880
173126	1344609	1347958
173349	1501630	1504965
173519	550529	553854
173764	1981	5314
173929	1502650	1506226
174007	562785	566403
174115	2044484	2047935
174190	61223	64806
174917	1775106	1778450
174974	757857	761200
175444	639542	643251
175803	270778	274099
176583	1866278	1869608
176611	287970	291344
176715	1948998	1952297
176727	1536234	1539579
176940	242456	245750
176982	383221	386553
177102	1668751	1672130
177117	138377	141669
177385	1196113	1199725
177575	9210	12392
177616	1297403	1300730
177772	1908098	1911431
178036	1720793	1724389
178076	246464	250352
178124	1502432	1505820
178193	999216	1002587
178205	351803	355391
178357	966241	969585
178365	711540	714873
178617	1917404	1920988
178683	838238	841544
178766	1101507	1104823
178829	1829937	1833263
178959	1966800	1970105
178961	1700282	1703640
178997	528814	532141
179109	531492	534838
179284	1050034	1053372
179479	445772	449064
179499	18212	21800
179773	465274	468572
179828	506156	509836
179850	2087626	2091238
180025	131922	135232
180257	1371744	1375293
180375	1083	4462
180684	776446	779783
180753	134117	137705
180832	1714072	1717405
180999	489621	492834
181248	362289	365638
181363	1224298	1227629
181374	1805096	1808434
181598	702162	705493
181668	437448	440837
181881	1263054	1266416
182270	346911	350234
182305	40420	43750
182345	892330	895645
182431	1982437	1985763
182631	794854	798233
182660	284554	287446
182933	154317	157590
182951	1078510	1081875
183014	288656	292118
183024	1127487	1131084
183115	673405	676716
183251	19537	23055
183306	827509	830846
183550	763346	766717
183694	1575774	1579313
183786	587266	590594
183806	171370	174681
183839	1902275	1905562
183897	1648815	1652136
183948	1929702	1933330
183958	1063169	1066521
184148	989906	993275
184185	522559	525800
184395	1158959	1162250
184566	1770782	1774429
184740	360516	363810
184741	378776	382603
184922	437759	441083
185194	1867138	1870494
185205	1453856	1457198
185216	1940382	1943711
185462	440896	444234
185496	1263028	1266378
185760	893525	896832
185851	1571601	1574924
186166	547446	550744
186317	107606	110958
186439	974306	977691
186596	528157	531746
186633	296662	300373
186690	43212	46556
186747	1756421	1759682
187030	1933910	1937261
187196	207660	211014
187210	1507132	1510619
187225	433435	436738
187407	854208	857506
187567	1402980	1406300
187628	848950	852345
187789	1985155	1988772
187906	344522	347895
187917	36407	39712
188134	1176928	1180273
188203	1006452	1010036
188282	882351	885685
188297	414941	418526
188351	1696255	1699655
188792	1491792	1495398
188833	1768379	1771725
188957	1358347	1361922
189044	149115	152686
189053	1804939	1808346
189228	412556	415812
189805	24044	27428
189954	892025	895654
190125	1180010	1183429
190225	1492045	1495607
190277	841809	845435
190281	654010	657600
190313	33727	37094
190322	257184	260817
190632	1938122	1941454
190651	519641	523027
190707	1031236	1034874
190841	451387	454667
191014	1114153	1117719
191289	1977927	1981505
191308	1131742	1135026
191468	618359	621640
191604	1154265	1157556
191675	1986051	1989363
191744	1297490	1300852
191787	1670654	1673986
192125	1742903	1746143
192347	1241362	1244710
192502	387994	391339
192556	1767351	1770531
192574	1648318	1651656
192836	882903	886271
193240	1873043	1876397
193277	415974	419511
193332	464806	468405
193460	1907786	1911381
193495	363186	366531
193978	2076544	2079901
194072	1111357	1114702
194240	629098	632692
194322	322950	326317
194569	1280563	1284273
194793	315023	318389
194923	1165004	1168362
195284	1163730	1167095
195456	1046634	1049977
195553	1516290	1519629
195642	915395	918766
195680	1682686	1686169
195951	1142934	1146289
196038	474951	478476
196291	1548568	1551928
196378	1975999	1979312
196599	985102	988416
196880	934958	938570
197434	1867803	1871168
197439	1279886	1283308
197716	966281	969605
197797	568647	572162
197885	2019267	2022137
197928	477193	480467
197947	73302	76731
198222	1231320	1234818
198632	1156202	1159460
198775	622928	626268
198799	1181396	1184775
199115	1691379	1694697
199285	222855	226181
199335	524032	527555
199338	420150	423792
199368	630753	634125
199398	2073358	2076951
199473	1857301	1860879
199476	936181	939543
199765	1759392	1762770
200076	520857	524701
200158	1977570	1980929
200324	1388306	1392037
200602	1967995	1971308
200675	1689418	1692768
200689	1534530	1538096
200803	1350421	1353723
201037	394626	398313
201207	1732214	1735798
201496	2042994	2046849
201531	1383142	1386479
201719	466099	469388
202043	977984	981289
202553	1880929	1884290
202668	661508	665056
203008	516011	519368
203119	1728485	1732082
204022	1914308	1917615
204236	2052334	2055839
204660	1760850	1764131
204787	1688091	1690001
204905	684611	688280
205176	524863	528445
205219	1153594	1157352
205353	785992	789284
205366	1000987	1004343
206062	447468	450820
206124	1018321	1021606
206189	1726210	1729550
206638	1701586	1704925
206761	1230458	1233780
206936	670457	673813
208239	210084	213408
208419	965445	969063
208553	307562	310957
208716	52296	55630
209052	1444131	1447452
209220	683337	686611
209538	581142	584471
209713	1596963	1600336
209793	1329178	1332544
210115	107700	110982
210135	160302	163603
210366	1347025	1350394
210419	987197	990558
210933	2091992	2095505
211145	304174	307586
211168	547457	551266
211251	1488258	1491565
211629	821630	824942
212073	784684	788052
212291	680385	683515
212569	2093550	2096908
213015	681874	685290
213189	1959678	1962955
213558	576188	579551
213700	1583730	1587113
213705	1936754	1940339
213770	887193	890530
214220	1909423	1912995
214497	764795	768382
214535	364830	368168
214677	753503	756886
214717	562568	565832
214776	1339208	1342543
215362	280026	283394
215463	318764	322059
215616	1109175	1112512
215711	1096026	1099413
215790	1706465	1709788
215949	1318197	1321525
215997	1050787	1054401
216102	1589303	1592639
216146	19199	22526
216216	819929	823205
216418	2049693	2053039
216523	1688101	1691451
216737	1075272	1078636
217150	307381	311126
217564	1055993	1059290
217776	1392785	1396579
217916	614677	618285
218033	262621	265996
218455	30984	34937
218457	2063806	2067140
219487	752472	755827
219551	1648377	1651811
220186	1807457	1810786
220493	424342	427675
220714	1960519	1963869
220801	1828580	1832178
220925	365826	369122
221260	1570445	1573971
221441	1654898	1658211
221583	418764	422411
221883	88068	91671
221903	1306685	1310317
221988	443148	446738
222323	564185	567539
222482	272649	275959
222532	1239550	1242912
222640	399213	402906
222718	950415	953748
223530	2031573	2034922
223639	1453864	1457230
223701	863243	866782
223916	1835667	1839254
223969	1795306	1798613
224065	2047721	2051089
224188	1235870	1239052
224510	1998354	2001761
224977	1755419	1758792
225301	675434	678765
225573	1306462	1310040
225657	1776402	1779780
226089	1744722	1748369
226286	1261021	1264679
226351	1471752	1475144
226399	1711334	1714630
226646	862743	866038
226647	1719000	1722337
227233	1539257	1542192
228109	1283931	1287283
228244	1201975	1205303
228321	1997226	2000480
228408	730911	734289
228650	1298340	1301650
228771	1201970	1205297
228949	652655	656005
229088	1900743	1904064
229257	1904977	1908604
229644	474017	477331
229882	218931	221942
230015	1696712	1699980
230237	1728166	1731478
230998	1469528	1472875
231231	1359744	1362951
231538	386919	390264
231680	1191547	1195308
231925	1245703	1249296
232269	1405298	1408633
232556	1599536	1602698
233002	1955759	1958993
233003	693066	696656
233014	1232749	1236088
233058	650960	654222
233317	1831116	1834442
233394	1893836	1897204
233496	701858	705193
233550	517235	520562
233574	294605	298128
233662	650775	654355
233704	1216544	1219874
233835	1306487	1309810
234062	1088576	1091862
234178	1770415	1773745
234193	588164	591403
234248	93001	96297
234500	2041523	2044828
235377	1202582	1206073
