EVENT	TDC1	TRIG
31603	1868386	1871519
31756	1128315	1131461
31926	1555052	1558465
31928	2072757	2076684
31952	2863	6036
32184	1232847	1236084
32203	112804	116161
32596	1464932	1468483
32631	1663750	1667350
32635	1831452	1834865
32704	127003	130100
32814	125546	128825
32904	1923426	1926562
32929	836621	839960
32953	1419897	1422973
32986	404130	407754
33089	1464408	1467564
33117	1997730	2000885
33190	78152	81783
33223	394646	398116
33224	435862	439056
33229	1808973	1812310
33253	37777	40895
33261	1540280	1543758
33269	1354390	1357978
33478	403038	406165
33559	1967338	1971089
33579	682514	685796
33585	1685182	1688336
33587	65902	69038
33604	95086	98325
33613	945245	948521
33618	1615693	1618854
33656	1630654	1633819
33738	1788096	1791346
33815	1844385	1847507
33832	434074	437609
33839	796531	799919
33885	638707	641841
33901	1028785	1031946
33934	642125	645280
33951	626906	630063
34296	577746	581171
34675	1067002	1070090
34834	143290	146511
34905	26103	29910
34947	90875	94080
35029	921358	924633
35088	592010	595491
35131	712331	715560
35169	712973	716438
35201	813162	816746
35363	512877	516064
35411	199419	202633
35651	714185	717621
35669	1209539	1213022
35687	321203	324327
35775	12474	15646
35876	96142	99307
35905	999299	1002861
35922	1070235	1073748
35927	384055	387564
35945	1754300	1757418
35956	1391134	1394247
36044	212768	216210
36061	104671	108069
36193	1907452	1910625
36208	179636	183284
36287	2050754	2053917
36469	1291414	1294917
36497	363691	366869
36504	771884	775049
36632	2016255	2019444
36636	291426	294637
36654	1769850	1772946
36662	1053106	1056403
36669	456704	459804
37017	406382	409544
37096	96690	99853
37216	1396634	1399784
37233	700449	703544
37434	865151	868453
37594	1632387	1635552
37674	1382390	1385674
37720	19671	22796
37736	108095	111208
37799	29755	33068
37889	1307546	1310937
37971	675046	678218
37999	1805496	1808164
38013	410200	413480
38116	1744909	1748244
38147	1135255	1138986
38151	1877842	1881164
38231	1203018	1206515
38251	1815607	1818892
38334	373413	376706
38399	1963506	1967082
38524	1181500	1184495
38590	660090	663205
38678	1374438	1377478
38792	2021708	2024417
38815	940316	943396
38939	1145467	1148573
38964	1906339	1909531
39062	860609	863636
39075	1473438	1476547
39110	1706593	1710097
39192	606898	610296
39520	1328778	1332257
39710	505265	508380
39750	445228	448684
39948	1983566	1986704
40034	1817611	1820893
40107	1942451	1945635
40127	1836498	1839681
40132	2014393	2017601
40163	888604	891785
40397	1864814	1868382
40453	1095817	1099115
40510	1900458	1903846
40584	865012	868165
40624	158659	162097
40803	2013021	2016221
41004	1172269	1175838
41136	26887	30249
41359	1419390	1422555
41397	1881334	1884691
41425	754183	757800
41512	1974219	1977394
41529	699038	702364
41575	550909	554039
41624	1106993	1110103
41630	1619165	1622462
41649	1860666	1863839
41663	57667	61127
41780	245830	248987
41886	911686	914850
41912	2051714	2054998
41968	1893841	1896997
42044	442774	445909
42084	758927	762084
42183	1914140	1917404
42190	2090713	2093881
42205	1520967	1524604
42262	993706	996892
42271	508951	512125
42272	1260058	1263159
42564	1754412	1757474
42607	932193	935769
42619	1632606	1635853
42663	1583073	1586233
42687	1301296	1304503
42809	634190	637433
42849	182961	186525
42858	866592	869968
43027	1427690	1430752
43042	1058512	1061847
43158	1132567	1135764
43238	84789	88227
43276	1650198	1653727
43312	608850	611979
43345	1979745	1983167
43433	59179	62349
43464	151532	154681
43485	707818	710666
43554	1817482	1820596
43670	1022911	1026055
43677	735030	738193
43798	1348667	1352036
44133	2002439	2005923
44152	1549985	1553285
44441	722934	726046
44457	1739026	1742532
44651	313175	316802
44658	772942	776298
44689	1734531	1737849
44716	941450	944566
44835	450149	453322
44845	1162382	1165938
44879	1456210	1459430
44907	1300170	1303300
44995	7249	10673
45012	1664091	1667397
45030	476987	480306
45278	1468067	1471581
45291	1593858	1597026
45388	1175641	1178791
45531	793578	796919
45890	1904029	1907172
46059	1926629	1929778
46134	366544	369657
